Op40 01 h forecast valid for grid point 4.7 nm / 185 deg from AWO:
Op40        14     17      Feb    2016
   CAPE      0    CIN      1  Helic  99999     PW  99999
      5   1611  12942   -524   -851    221     58
      4   1500  13399   -530   -858    223     57
      5   1473  13516   -532   -860    224     57
      5   1337  14145   -540   -861    226     56
      5   1199  14840   -546   -860    228     55
      5   1061  15619   -544   -860    231     53
      4   1000  15996   -538   -860    232     50
      5    925  16493   -529   -860    234     47
      5    798  17417   -508   -859    237     37
      4    700  18268   -495   -857    243     28
      5    695  18315   -494   -857    243     27
      5    612  19178   -487   -856    256     17
      5    535  20067   -486   -856    280      9
      4    500  20506   -484   -857    281      8
      5    462  21022   -481   -858    283      6
      5    396  22060   -462   -864    343      5
      5    334  23204   -451   -872     36      7
      5    275  24497   -432   -878     42     10
      5    221  25991   -420   -883     45     13
      5    170  27773   -412   -895     48     19
      5    123  30056   -390   -922     25     20

Op40 analysis valid for grid point 4.7 nm / 185 deg from AWO:
Op40        00     18      Feb    2016
   CAPE      0    CIN      0  Helic  99999     PW  99999
      1  23062      0  48.09 122.18     42  99999
      2  99999  99999  99999     66  99999  99999
      3           AWO                   12     kt
      9   9829     77    120     71    106      4
      4  10000  99999  99999  99999  99999  99999
      5   9804    105    127     61    121     11
      5   9752    154    129     57    121     12
      5   9654    236    130     43    119     17
      5   9522    355    129     31    121     19
      5   9348    510    121     21    129     16
      4   9250    594    114     15    134     15
      5   9132    697    106      7    141     14
      5   8903    909     91     -7    157     14
      5   8662   1146     71     -6    167     16
      4   8500   1296     58     -2    171     18
      5   8376   1414     48      2    174     20
      5   8073   1719     27      9    174     24
      5   7740   2064      2      0    176     26
      5   7360   2452    -23    -20    182     28
      4   7000   2860    -42    -43    189     30
      5   6975   2890    -43    -45    190     30
      5   6541   3383    -75    -79    193     29
      5   6089   3938   -110   -122    191     28
      5   5613   4548   -153   -169    191     29
      5   5148   5180   -194   -214    194     36
      4   5000   5398   -211   -232    195     37
      5   4738   5799   -241   -265    196     40
      5   4354   6391   -290   -325    200     42
      5   4035   6956   -340   -388    204     41
      4   4000   7012   -346   -394    204     41
      5   3715   7496   -393   -442    205     40
      5   3460   8010   -442   -486    204     38
      5   3215   8498   -486   -535    204     38
      4   3000   8943   -522   -575    207     43
      5   2991   8962   -524   -577    207     43
      5   2784   9402   -558   -614    212     53
      5   2612   9825   -573   -647    216     60
      4   2500  10096   -570   -656    217     62
      5   2444  10236   -568   -661    217     63
      5   2295  10639   -552   -690    217     65
      5   2159  11042   -537   -719    216     67
      5   2022  11465   -523   -750    217     67
      5   1884  11920   -514   -787    219     66
      5   1747  12411   -509   -825    222     63
      5   1610  12943   -511   -849    223     60
      4   1500  13398   -517   -856    224     58
      5   1472  13521   -518   -858    224     57
      5   1336  14153   -527   -858    226     54
      5   1199  14852   -535   -858    228     53
      5   1063  15634   -538   -859    230     54
      4   1000  16014   -534   -859    231     53
      5    924  16509   -528   -860    233     51
      5    797  17435   -502   -858    235     39
      4    700  18297   -486   -856    236     25
      5    696  18336   -485   -856    236     24
